"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSAMXG00000005852",5.52167786466663,-5.57893506546906,1.40099650354896,-3.9821191925438,6.83035086453759e-05,0.00102853802291399
"ENSAMXG00000005858",8.81064652579958,-3.75060855970454,1.03919702573182,-3.6091409683003,0.000307212641436228,0.00357221048029304
"ENSAMXG00000005954",113.995708142103,-1.13462036520181,0.191800762579307,-5.91561967712542,3.30628399158394e-09,1.62172263037487e-07
"ENSAMXG00000005988",68.4906867380945,-1.43789921024779,0.386977505110573,-3.71571781630286,0.000202627622831388,0.00252967949653853
"ENSAMXG00000006112",14.3011045763032,-1.73980224587963,0.570311739906288,-3.0506162229196,0.00228372274651769,0.0179183578451049
"ENSAMXG00000006321",47.0757923750907,-3.10267979833758,0.684392071539678,-4.53348296592256,5.80189471220246e-06,0.000123529982800124
"ENSAMXG00000006397",8.56629386127827,-4.26620036318445,1.3184671489428,-3.23572746321761,0.00121333170367212,0.0107350418402425
"ENSAMXG00000006399",15.4037959096887,-3.79171753405018,0.837896140157177,-4.52528344782553,6.03146130222975e-06,0.000127588604470245
"ENSAMXG00000006432",50.1228416633933,-1.68451407670511,0.335145272234586,-5.02622061613337,5.00240378991297e-07,1.46705111146486e-05
"ENSAMXG00000006938",122.161366290736,-1.06194581457698,0.20192382997252,-5.25914061119731,1.44730191644103e-07,4.91467401787414e-06
"ENSAMXG00000006950",31.302410305161,-3.63024266618549,0.80848956594914,-4.49015400950006,7.11716949206086e-06,0.000147577896451571
"ENSAMXG00000006991",31.316562589876,-2.43926574933246,0.475000681048736,-5.13528895147455,2.81710856944706e-07,8.96717196441641e-06
"ENSAMXG00000007081",14.4178270108222,-2.20466812499761,0.638688822648993,-3.45186583327643,0.000556724479954399,0.00575419171363835
"ENSAMXG00000007185",160.94622769366,-1.14604022196691,0.196088679138094,-5.84449967741289,5.08093026667056e-09,2.38746793342854e-07
"ENSAMXG00000007403",3.48343760366668,-4.88387008336726,1.60078416372978,-3.05092353736682,0.00228138664918457,0.0179084047917975
"ENSAMXG00000007608",25.6451674582129,-2.77531359600257,0.773270927570727,-3.58905720757066,0.000331876014069733,0.00378980267938719
"ENSAMXG00000007630",30.3753773897022,-3.06170157612828,0.611346787095355,-5.0081257328187,5.49626272501568e-07,1.58662429393082e-05
"ENSAMXG00000007651",256.541862703614,-1.64288840010252,0.186161825747067,-8.82505526312718,1.09405771630561e-18,2.15915508129724e-16
"ENSAMXG00000007768",28.7830358777186,-1.36343058941875,0.409610131026983,-3.32860563287419,0.000872818989352504,0.00823020716491751
"ENSAMXG00000008046",104.791296985839,-1.90605597045105,0.35124857127821,-5.4265159385982,5.74646959161277e-08,2.14692711357025e-06
"ENSAMXG00000008354",116.693575902504,-1.23049981593353,0.273899464591957,-4.49252362638486,7.0384107098067e-06,0.000146486795589296
"ENSAMXG00000008417",25.309512174702,-2.50341273781424,0.500605195502219,-5.00077258547577,5.71010339498748e-07,1.63180552727283e-05
"ENSAMXG00000008425",331.836896189609,-1.11875048166818,0.182186206109371,-6.14069805590316,8.21596248872346e-10,4.64049733159381e-08
"ENSAMXG00000008490",531.721528013116,-1.5836677808349,0.165533960198331,-9.56702648168064,1.10024531446763e-21,3.18800933308428e-19
"ENSAMXG00000008574",27.5107803983142,-2.22716613473308,0.567796488164578,-3.9224725428163,8.76448839513722e-05,0.00127183644315248
"ENSAMXG00000008578",91.3245903632636,-1.75771247716596,0.285245142000156,-6.16211187626465,7.17811063462858e-10,4.12372622931145e-08
"ENSAMXG00000008621",14.2581666158558,-3.13285541921876,0.906596873064682,-3.45562124941859,0.000549026197654681,0.00569567994165571
"ENSAMXG00000009003",27.7052022239986,-1.30621104004541,0.497755540433726,-2.62420191025343,0.00868522809112214,0.0497931309735386
"ENSAMXG00000009073",129.408769552479,-1.64408593774037,0.199134410488377,-8.25616192454256,1.50431511377276e-16,2.35840056388206e-14
"ENSAMXG00000009183",15.3572510269214,-2.39927667669852,0.648368645161269,-3.7004822713192,0.000215190113622215,0.00265427511471518
"ENSAMXG00000009214",10.6440793183454,-3.26587464040242,0.858588459029625,-3.80377188402171,0.000142509421518528,0.00189880504048715
"ENSAMXG00000009467",80.4922432952964,-3.22212264009667,0.920789496785252,-3.49930429413677,0.000466473898453709,0.00501608951702626
"ENSAMXG00000009563",25.5163873601586,-2.31924809210188,0.616122709735177,-3.76426327979169,0.000167040820551591,0.00217217811221158
"ENSAMXG00000009570",11.1763687932141,-2.54869409130565,0.786482128414401,-3.24062556442825,0.00119267732243516,0.0105970138155984
"ENSAMXG00000009662",13.6774449249318,-3.60252736986253,0.88275519642164,-4.08100386660518,4.48416090246638e-05,0.000729600379620499
"ENSAMXG00000009813",16.0048509686954,-1.71086433276317,0.618658751661776,-2.76544109037111,0.00568458715489786,0.0359709353162624
"ENSAMXG00000009829",101.174542984271,-2.64141313313589,0.317134978008603,-8.32898707585713,8.15369667357725e-17,1.34096334999273e-14
"ENSAMXG00000009836",31.9189865518005,-1.09464799408234,0.354127574935891,-3.09111199341227,0.00199408407306338,0.0160812473157574
"ENSAMXG00000009944",53.8602731983501,-2.73637116953215,0.393917788340907,-6.94655395243036,3.74316818956061e-12,3.41258947716735e-10
"ENSAMXG00000009947",15.278091543535,-2.16672438994357,0.644995088918509,-3.35928819795607,0.000781435267436967,0.00753366471911214
"ENSAMXG00000010056",15.5628518604021,-1.62282832878485,0.560986165515762,-2.89281345698222,0.00381807987716422,0.0267322102267217
"ENSAMXG00000010160",63.109031178927,-2.03925260010584,0.351202136095486,-5.8064925879363,6.37950953915686e-09,2.94727676331208e-07
"ENSAMXG00000010246",121.393105921042,-1.89850120527329,0.222258188289671,-8.54187294462672,1.3206359260306e-17,2.28388326383127e-15
"ENSAMXG00000010260",30.3728010829599,-1.29222683002892,0.407338255702625,-3.17236795694511,0.00151201299802722,0.0128620781145571
"ENSAMXG00000010295",58.7750183388757,-2.40575872555363,0.330316955370849,-7.28318267178466,3.26035271718041e-13,3.39704452364605e-11
"ENSAMXG00000010342",551.586709246317,-1.01810850844671,0.137672745319678,-7.39513478926169,1.41264903415074e-13,1.59041527166971e-11
"ENSAMXG00000010672",26.7588334702553,-2.10129027354651,0.550800870775085,-3.81497267894581,0.000136198001361495,0.00183137500334935
"ENSAMXG00000010877",17.1652537042385,-1.78129714369876,0.64503722547805,-2.76154161859202,0.00575291839114081,0.0362528948202055
"ENSAMXG00000010889",11549.1666353507,-2.50068600018855,0.093225702310666,-26.8239974406977,1.69647415573317e-158,2.84583539624239e-154
"ENSAMXG00000011254",59.6332242034979,-3.10111798870365,0.374349043099054,-8.28402809055153,1.19077503176918e-16,1.92069722672385e-14
"ENSAMXG00000011331",26.2548927833692,-2.62754631959586,0.734034429292696,-3.57959547228285,0.000344126508081137,0.00391105838283271
"ENSAMXG00000011426",35.701227071324,-2.89086971371624,0.590346187251229,-4.89690587683256,9.7357441231952e-07,2.59233504232698e-05
"ENSAMXG00000011442",26.7064236814746,-7.86002266534304,2.18464656715812,-3.59784634434837,0.000320863074139227,0.00369168591816566
"ENSAMXG00000011637",25.217528797132,-1.51017307570206,0.444292220290115,-3.3990536109679,0.000676194604820419,0.00671590556297367
"ENSAMXG00000011935",74.3372702828901,-3.73239784900806,1.17305814078042,-3.18176714286722,0.00146379456511543,0.0125089932907852
"ENSAMXG00000011960",53.0661872917792,-1.20380221554773,0.301768163370101,-3.98916241562347,6.63070113894947e-05,0.00100297575839384
"ENSAMXG00000012110",34.6962669779436,-1.10327613172573,0.345111320330611,-3.19687030454061,0.00138927376822594,0.011982039826216
"ENSAMXG00000012113",44.894499494065,-4.04614051207929,0.645620012915602,-6.26706178733065,3.67924193821225e-10,2.2774643362919e-08
"ENSAMXG00000012179",45.9646214628785,-2.43943687852984,0.458415249554217,-5.32145665071582,1.0293964229849e-07,3.63539473590983e-06
"ENSAMXG00000012526",10.9622506917371,-3.56801265531527,1.04747964113941,-3.4062835354338,0.000658537489356417,0.00657949159258719
"ENSAMXG00000012698",17.1810269232639,-2.89671735750886,0.738891201547533,-3.92035708564668,8.84178582186132e-05,0.00127752762413199
"ENSAMXG00000012711",114.701248362202,-1.73740117389487,0.23455887375113,-7.40710059743156,1.29090541334717e-13,1.46317150735802e-11
"ENSAMXG00000012824",6432.61776079007,-1.71224795008985,0.40787555411943,-4.19796659249768,2.69322349395179e-05,0.00047393495233217
"ENSAMXG00000012908",28.5990639772694,-2.40804397145201,0.772891757887316,-3.11562899575272,0.00183553047265608,0.0150346795306669
"ENSAMXG00000012965",37.9180456176712,-1.40381786257096,0.392616047946727,-3.57554885978944,0.000349493892864158,0.00395980885670895
"ENSAMXG00000013054",32.2710975804729,-1.33075545656754,0.447182950951047,-2.97586357829017,0.00292164798352357,0.0216861260723929
"ENSAMXG00000013062",49.6825383016397,-1.81160655359345,0.517293545759684,-3.50208613357618,0.000461630355622009,0.00497042874936602
"ENSAMXG00000013169",63.7178799180742,-1.28743562167249,0.326873702797101,-3.93863321110183,8.19470926843181e-05,0.00119535867806908
"ENSAMXG00000013377",43.7128699934656,-2.34678589237136,0.408483564223654,-5.74511705711235,9.18574179119629e-09,4.09816006774781e-07
"ENSAMXG00000013423",413.422500220053,-1.1281513275852,0.14696689594448,-7.67622749555375,1.63842050272548e-14,2.08215938888029e-12
"ENSAMXG00000013424",236.197272325066,-1.27334089329718,0.17384112493113,-7.32473914789515,2.39363848649358e-13,2.57392856480319e-11
"ENSAMXG00000013500",5.19094442218966,-4.46933584115106,1.41068019406804,-3.16821336256423,0.00153378911469467,0.0129880426042419
"ENSAMXG00000013582",35.8125229982469,-4.81293311144223,0.703685773440809,-6.83960553573288,7.94115388500799e-12,6.93816960526088e-10
"ENSAMXG00000013836",37.1732478950828,-3.03220396470371,0.755101735856591,-4.01562308854179,5.92889448796707e-05,0.000914128722754114
"ENSAMXG00000013843",130.748139473289,-3.3513810039407,0.95820771506484,-3.49755168034096,0.000469549727412606,0.00504269953735369
"ENSAMXG00000013874",7.35938768445546,-2.6410408658139,0.890099750591861,-2.96712909318059,0.00300594720037914,0.0221939983654754
"ENSAMXG00000013926",249.540470714636,-1.1624777516955,0.19971143809428,-5.82078704549066,5.85711578354678e-09,2.7216929991412e-07
