,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSAMXG00000007651,225.2610737,-1.686442222,0.255297041,-6.605804023,3.95365628911017e-11,2.34243657242086e-09
ENSAMXG00000007653,12.01131792,-1.619866713,0.50007888,-3.239222409,0.001198561,0.010300496
ENSAMXG00000007768,25.25109433,-1.455151814,0.422526029,-3.443934132,0.000573315,0.005677955
ENSAMXG00000007803,30.68373006,-1.026014583,0.340859913,-3.010076991,0.002611815,0.019023587
ENSAMXG00000008046,93.05149759,-1.820842791,0.311938334,-5.837188283,5.30890915534611e-09,2.16580242841091e-07
ENSAMXG00000008127,29.88367784,-1.169333418,0.37889155,-3.08619556,0.002027354,0.015730056
ENSAMXG00000008153,23.08177111,-1.96413681,0.467333663,-4.202857539,2.63566476780616e-05,0.000434535
ENSAMXG00000008176,7.77419511,-1.969856093,0.677478201,-2.907630223,0.003641787,0.024631642
ENSAMXG00000008354,100.6171904,-1.422097931,0.215050557,-6.612853961,3.76980319060501e-11,2.25743893203122e-09
ENSAMXG00000008417,20.91889799,-2.964908861,0.56688536,-5.230173631,1.69350905426334e-07,5.27789336669767e-06
ENSAMXG00000008490,449.0540296,-1.871489182,0.449677984,-4.161843025,3.15689339012453e-05,0.000506039
ENSAMXG00000008574,26.60529292,-1.51989376,0.452780051,-3.35680372,0.000788491,0.007373465
ENSAMXG00000008578,77.46851797,-1.99572101,0.261314694,-7.637232243,2.21940954241954e-14,2.16353719754352e-12
ENSAMXG00000008621,12.5125051,-2.707665435,0.863036756,-3.137369777,0.00170471,0.013701507
ENSAMXG00000008862,108.8955354,-1.282148746,0.307859796,-4.16471642,3.11739796112783e-05,0.000502396
ENSAMXG00000009003,23.1954232,-1.650134078,0.473096568,-3.487943453,0.000486751,0.005012439
ENSAMXG00000009073,113.7744325,-1.665594512,0.179512456,-9.27843421,1.71987327037997e-20,3.06777820472989e-18
ENSAMXG00000009160,350.944429,-1.085306814,0.09920286,-10.94027747,7.39731646611638e-28,2.17597903837497e-25
ENSAMXG00000009214,9.053261531,-3.28145853,0.803507537,-4.083917545,4.42827493266544e-05,0.000674377
ENSAMXG00000009305,28.57813506,-1.405767414,0.384210678,-3.658845255,0.000253354,0.002938864
ENSAMXG00000009426,26.3457654,-1.019642821,0.355898176,-2.864984674,0.004170294,0.027440255
ENSAMXG00000009467,68.16433241,-3.278877761,0.857671548,-3.822999338,0.000131838,0.001693893
ENSAMXG00000009548,529.6224005,-1.240472956,0.137879657,-8.996780086,2.32434520915657e-19,3.57544001118607e-17
ENSAMXG00000009570,10.67317163,-1.71756456,0.592535913,-2.898667444,0.003747521,0.025184245
ENSAMXG00000009662,11.37220151,-3.914314631,0.852840672,-4.589737287,4.43804228129143e-06,9.08822227322976e-05
ENSAMXG00000009770,72.87336546,-1.123863407,0.251491363,-4.468795247,7.86613817567457e-06,0.000150561
ENSAMXG00000009802,27.32416564,-1.773771609,0.548071986,-3.236384371,0.001210543,0.010376875
ENSAMXG00000009829,90.70680171,-2.241550816,0.267966912,-8.365028347,6.01004747822737e-17,7.87269266151862e-15
ENSAMXG00000009944,46.68437972,-2.609114367,0.34266911,-7.614092694,2.65550180133992e-14,2.5632899025297e-12
ENSAMXG00000009947,12.77795837,-2.478728048,0.564770631,-4.388911025,1.13919661615781e-05,0.000207845
ENSAMXG00000010056,13.0179476,-2.029652545,0.754442061,-2.690269604,0.007139431,0.041292462
ENSAMXG00000010160,56.54426278,-1.850115557,0.362443748,-5.104559173,3.31566514987323e-07,9.56570580921344e-06
ENSAMXG00000010192,3.802487017,-4.38766554,1.49208409,-2.940628862,0.003275467,0.022619341
ENSAMXG00000010246,101.8623423,-2.211348005,0.22302296,-9.915337892,3.57046281006145e-23,8.55227856232862e-21
ENSAMXG00000010295,51.61674877,-2.234924488,0.334094684,-6.689494307,2.23943096458326e-11,1.37540435835779e-09
ENSAMXG00000010643,10.7858781,-1.836156038,0.631542197,-2.907416238,0.003644279,0.024635257
ENSAMXG00000010672,26.05487293,-1.361062355,0.445128828,-3.057681885,0.002230562,0.016877183
ENSAMXG00000010826,2.936901768,-4.011280003,1.408740336,-2.847423262,0.004407472,0.028510834
ENSAMXG00000010889,10134.83337,-2.329886664,0.088393818,-26.35802723,4.15254394327032e-153,3.48128521484067e-149
ENSAMXG00000011254,52.59245712,-2.673834891,0.303861434,-8.799520399,1.37402095908441e-18,2.00332255834506e-16
ENSAMXG00000011331,22.55692144,-2.602037306,0.673639582,-3.862655011,0.000112161,0.001487824
ENSAMXG00000011426,30.49474454,-2.883799828,0.549397822,-5.249019404,1.52910970203704e-07,4.81928240113815e-06
ENSAMXG00000011442,22.27416552,-7.01758963,1.827807155,-3.839349032,0.000123361,0.001609644
ENSAMXG00000011545,356.2489352,-3.190248889,0.200880768,-15.88130572,8.53823523318019e-57,1.10123530888256e-53
ENSAMXG00000011736,96.43950853,-1.269966803,0.269089916,-4.71948865,2.36438236934438e-06,5.24386232629592e-05
ENSAMXG00000011931,61.66838324,-1.362108826,0.299782095,-4.543663051,5.52850050843404e-06,0.000110353
ENSAMXG00000011935,61.86498302,-4.06930258,1.085928807,-3.747301438,0.000178747,0.002198866
ENSAMXG00000012110,30.14096849,-1.277587431,0.33574695,-3.805209339,0.000141684,0.001802444
ENSAMXG00000012113,36.69771303,-4.970028328,0.630685416,-7.880360323,3.26438346784267e-15,3.48623679014764e-13
ENSAMXG00000012372,60.85140146,-1.239688325,0.472008229,-2.626412523,0.008629017,0.047798455
ENSAMXG00000012698,16.37829581,-1.898905347,0.573824811,-3.309207462,0.000935605,0.0084842
